"DateTime","Players","Players Trend","Twitch Viewers","Flags"
"2017-01-07 00:00:00",4,,,
"2017-01-08 00:00:00",2,,,
"2017-01-09 00:00:00",3,,,
"2017-01-10 00:00:00",5,,,
"2017-01-11 00:00:00",5,,,
"2017-01-12 00:00:00",6,,,
"2017-01-13 00:00:00",6,,227,
"2017-01-14 00:00:00",8,,0,
"2017-01-15 00:00:00",3,,0,
"2017-01-16 00:00:00",4,,0,
"2017-01-17 00:00:00",9,,0,
"2017-01-18 00:00:00",8,,0,
"2017-01-19 00:00:00",6,,0,
"2017-01-20 00:00:00",7,,0,
"2017-01-21 00:00:00",7,,0,
"2017-01-22 00:00:00",5,,0,
"2017-01-23 00:00:00",5,,0,
"2017-01-24 00:00:00",9,,0,
"2017-01-25 00:00:00",9,,0,
"2017-01-26 00:00:00",10,,0,
"2017-01-27 00:00:00",6,,0,
"2017-01-28 00:00:00",5,,0,
"2017-01-29 00:00:00",5,,0,
"2017-01-30 00:00:00",7,,0,
"2017-01-31 00:00:00",10,,0,
"2017-02-01 00:00:00",8,,0,
"2017-02-02 00:00:00",8,,0,
"2017-02-03 00:00:00",6,,0,
"2017-02-04 00:00:00",7,,0,
"2017-02-05 00:00:00",5,,0,
"2017-02-06 00:00:00",7,,0,
"2017-02-07 00:00:00",9,,0,
"2017-02-08 00:00:00",6,,0,
"2017-02-09 00:00:00",5,,365,
"2017-02-10 00:00:00",6,,379,
"2017-02-11 00:00:00",7,,0,
"2017-02-12 00:00:00",6,,0,
"2017-02-13 00:00:00",6,,0,
"2017-02-14 00:00:00",7,,4,
"2017-02-15 00:00:00",354,,755,
"2017-02-16 00:00:00",501,,1225,
"2017-02-17 00:00:00",875,,1426,
"2017-02-18 00:00:00",1366,,1538,
"2017-02-19 00:00:00",2011,,4687,
"2017-02-20 00:00:00",2308,,3429,
"2017-02-21 00:00:00",2496,,4517,
"2017-02-22 00:00:00",2759,,5038,
"2017-02-23 00:00:00",2561,,3493,
"2017-02-24 00:00:00",2802,,4718,
"2017-02-25 00:00:00",3766,,8985,
"2017-02-26 00:00:00",4064,,4689,
"2017-02-27 00:00:00",3610,,3765,
"2017-02-28 00:00:00",2719,,3659,
"2017-03-01 00:00:00",2444,,2053,
"2017-03-02 00:00:00",2347,,599,
"2017-03-03 00:00:00",2434,,3473,
"2017-03-04 00:00:00",2929,,3460,
"2017-03-05 00:00:00",2800,,2326,
"2017-03-06 00:00:00",2481,,1467,
"2017-03-07 00:00:00",2579,,1244,
"2017-03-08 00:00:00",2833,,1141,
"2017-03-09 00:00:00",3212,,879,
"2017-03-10 00:00:00",3856,,930,
"2017-03-11 00:00:00",4922,,880,
"2017-03-12 00:00:00",5457,,1295,
"2017-03-13 00:00:00",5117,,509,
"2017-03-14 00:00:00",4484,,967,
"2017-03-15 00:00:00",4721,,2223,
"2017-03-16 00:00:00",4626,,1509,
"2017-03-17 00:00:00",4478,,620,
"2017-03-18 00:00:00",5030,,1637,
"2017-03-19 00:00:00",5408,,1373,
"2017-03-20 00:00:00",4959,,660,
"2017-03-21 00:00:00",,,729,
"2017-03-22 00:00:00",,,787,
"2017-03-23 00:00:00",2953,,439,
"2017-03-24 00:00:00",2822,,483,
"2017-03-25 00:00:00",3228,,1111,
"2017-03-26 00:00:00",2990,,730,
"2017-03-27 00:00:00",2732,,318,
"2017-03-28 00:00:00",2033,,466,
"2017-03-29 00:00:00",2174,,420,
"2017-03-30 00:00:00",2277,,583,
"2017-03-31 00:00:00",2170,,906,
"2017-04-01 00:00:00",2615,,533,
"2017-04-02 00:00:00",2602,,659,
"2017-04-03 00:00:00",2226,,686,
"2017-04-04 00:00:00",1678,,377,
"2017-04-05 00:00:00",1622,,566,
"2017-04-06 00:00:00",1515,,318,
"2017-04-07 00:00:00",1534,,440,
"2017-04-08 00:00:00",1894,,325,
"2017-04-09 00:00:00",2042,,1603,
"2017-04-10 00:00:00",1916,,437,
"2017-04-11 00:00:00",1465,,639,
"2017-04-12 00:00:00",1358,,488,
"2017-04-13 00:00:00",1376,,6270,
"2017-04-14 00:00:00",1527,,288,
"2017-04-15 00:00:00",1620,,190,
"2017-04-16 00:00:00",1589,,1840,
"2017-04-17 00:00:00",1495,,226,
"2017-04-18 00:00:00",1199,,350,
"2017-04-19 00:00:00",1113,,1496,
"2017-04-20 00:00:00",1055,,174,
"2017-04-21 00:00:00",1105,,73,
"2017-04-22 00:00:00",1304,,115,
"2017-04-23 00:00:00",1350,,200,
"2017-04-24 00:00:00",1040,,63,
"2017-04-25 00:00:00",909,,92,
"2017-04-26 00:00:00",817,,130,
"2017-04-27 00:00:00",823,,217,
"2017-04-28 00:00:00",853,,779,
"2017-04-29 00:00:00",1088,,285,
"2017-04-30 00:00:00",1066,,587,
"2017-05-01 00:00:00",987,,129,
"2017-05-02 00:00:00",787,,144,
"2017-05-03 00:00:00",772,,281,
"2017-05-04 00:00:00",721,,303,
"2017-05-05 00:00:00",786,,477,
"2017-05-06 00:00:00",999,,132,
"2017-05-07 00:00:00",1042,,176,
"2017-05-08 00:00:00",880,,277,
"2017-05-09 00:00:00",737,,193,
"2017-05-10 00:00:00",752,,94,
"2017-05-11 00:00:00",756,,201,
"2017-05-12 00:00:00",781,,71,
"2017-05-13 00:00:00",993,,196,
"2017-05-14 00:00:00",962,,154,
"2017-05-15 00:00:00",802,,79,
"2017-05-16 00:00:00",649,,88,
"2017-05-17 00:00:00",637,,58,
"2017-05-18 00:00:00",2310,,673,
"2017-05-19 00:00:00",4226,,2776,
"2017-05-20 00:00:00",5773,,11071,
"2017-05-21 00:00:00",6596,,44971,
"2017-05-22 00:00:00",6181,,40498,
"2017-05-23 00:00:00",6402,,3912,
"2017-05-24 00:00:00",6126,,4011,
"2017-05-25 00:00:00",6466,,3007,
"2017-05-26 00:00:00",5955,,6770,
"2017-05-27 00:00:00",6535,,2659,
"2017-05-28 00:00:00",6729,,4077,
"2017-05-29 00:00:00",5874,,2111,
"2017-05-30 00:00:00",5329,,6460,
"2017-05-31 00:00:00",5338,,1700,
"2017-06-01 00:00:00",5016,,1101,
"2017-06-02 00:00:00",5002,,4528,
"2017-06-03 00:00:00",5860,,8596,
"2017-06-04 00:00:00",5876,,3415,
"2017-06-05 00:00:00",5373,,14413,
"2017-06-06 00:00:00",4814,,9724,
"2017-06-07 00:00:00",4548,,2287,
"2017-06-08 00:00:00",4332,,9710,
"2017-06-09 00:00:00",4506,,8880,
"2017-06-10 00:00:00",5249,,9810,
"2017-06-11 00:00:00",5175,,5271,
"2017-06-12 00:00:00",4231,,8064,
"2017-06-13 00:00:00",4255,,11979,
"2017-06-14 00:00:00",3942,,6652,
"2017-06-15 00:00:00",3940,,7175,
"2017-06-16 00:00:00",4042,,10825,
"2017-06-17 00:00:00",4689,,8063,
"2017-06-18 00:00:00",4467,,7911,
"2017-06-19 00:00:00",3529,,8682,
"2017-06-20 00:00:00",3525,,8089,
"2017-06-21 00:00:00",3306,,9272,
"2017-06-22 00:00:00",3113,,8817,
"2017-06-23 00:00:00",3236,,6422,
"2017-06-24 00:00:00",3665,,7174,
"2017-06-25 00:00:00",3715,,7343,
"2017-06-26 00:00:00",2740,,1414,
"2017-06-27 00:00:00",2768,,776,
"2017-06-28 00:00:00",2715,,985,
"2017-06-29 00:00:00",2511,,1213,
"2017-06-30 00:00:00",2507,,378,
"2017-07-01 00:00:00",2940,,468,
"2017-07-02 00:00:00",2951,,565,
"2017-07-03 00:00:00",2466,,637,
"2017-07-04 00:00:00",2456,,356,
"2017-07-05 00:00:00",2163,,263,
"2017-07-06 00:00:00",2086,,543,
"2017-07-07 00:00:00",2191,,337,
"2017-07-08 00:00:00",2629,,534,
"2017-07-09 00:00:00",2607,,288,
"2017-07-10 00:00:00",2086,,291,
"2017-07-11 00:00:00",2012,,274,
"2017-07-12 00:00:00",2003,,523,
"2017-07-13 00:00:00",1949,,287,
"2017-07-14 00:00:00",2003,,302,
"2017-07-15 00:00:00",2323,,176,
"2017-07-16 00:00:00",2330,,166,
"2017-07-17 00:00:00",1781,,322,
"2017-07-18 00:00:00",1755,,566,
"2017-07-19 00:00:00",1742,,261,
"2017-07-20 00:00:00",1691,,185,
"2017-07-21 00:00:00",1647,,170,
"2017-07-22 00:00:00",1996,,185,
"2017-07-23 00:00:00",1934,,176,
"2017-07-24 00:00:00",1520,,178,
"2017-07-25 00:00:00",1498,,1523,
"2017-07-26 00:00:00",1425,,185,
"2017-07-27 00:00:00",1421,,413,
"2017-07-28 00:00:00",1423,,106,
"2017-07-29 00:00:00",1734,,89,
"2017-07-30 00:00:00",1746,,575,
"2017-07-31 00:00:00",1358,,119,
"2017-08-01 00:00:00",1375,,78,
"2017-08-02 00:00:00",1360,,104,
"2017-08-03 00:00:00",1297,,277,
"2017-08-04 00:00:00",1266,,98,
"2017-08-05 00:00:00",1529,,52,
"2017-08-06 00:00:00",1544,,141,
"2017-08-07 00:00:00",1236,,191,
"2017-08-08 00:00:00",1205,,127,
"2017-08-09 00:00:00",1131,,166,
"2017-08-10 00:00:00",1176,,443,
"2017-08-11 00:00:00",1169,,270,
"2017-08-12 00:00:00",1389,,575,
"2017-08-13 00:00:00",1400,,255,
"2017-08-14 00:00:00",1192,,151,
"2017-08-15 00:00:00",1154,,285,
"2017-08-16 00:00:00",1081,,293,
"2017-08-17 00:00:00",1117,,373,
"2017-08-18 00:00:00",1113,,1126,
"2017-08-19 00:00:00",1349,,159,
"2017-08-20 00:00:00",1382,,192,
"2017-08-21 00:00:00",1045,,218,
"2017-08-22 00:00:00",956,,311,
"2017-08-23 00:00:00",996,,142,
"2017-08-24 00:00:00",2103,,1470,
"2017-08-25 00:00:00",2751,,6966,
"2017-08-26 00:00:00",3758,,6795,
"2017-08-27 00:00:00",3757,,6013,
"2017-08-28 00:00:00",2931,,664,
"2017-08-29 00:00:00",2914,,2571,
"2017-08-30 00:00:00",2859,,534,
"2017-08-31 00:00:00",2707,,509,
"2017-09-01 00:00:00",2664,,312,
"2017-09-02 00:00:00",3163,,2480,
"2017-09-03 00:00:00",3081,,1115,
"2017-09-04 00:00:00",2487,,544,
"2017-09-05 00:00:00",2104,,435,
"2017-09-06 00:00:00",1995,,198,
"2017-09-07 00:00:00",1984,,946,
"2017-09-08 00:00:00",2016,,3745,
"2017-09-09 00:00:00",2466,,2265,
"2017-09-10 00:00:00",2577,,1554,
"2017-09-11 00:00:00",1747,,656,
"2017-09-12 00:00:00",1670,,214,
"2017-09-13 00:00:00",1638,,745,
"2017-09-14 00:00:00",1759,,244,
"2017-09-15 00:00:00",1842,,170,
"2017-09-16 00:00:00",2242,,355,
"2017-09-17 00:00:00",2268,,324,
"2017-09-18 00:00:00",1691,,271,
"2017-09-19 00:00:00",1721,,1856,
"2017-09-20 00:00:00",1854,,5315,
"2017-09-21 00:00:00",2029,,288,
"2017-09-22 00:00:00",2665,,3124,
"2017-09-23 00:00:00",3937,,449,
"2017-09-24 00:00:00",4151,,680,
"2017-09-25 00:00:00",3121,,480,
"2017-09-26 00:00:00",3173,,319,
"2017-09-27 00:00:00",3062,,260,
"2017-09-28 00:00:00",3207,,291,
"2017-09-29 00:00:00",3157,,199,
"2017-09-30 00:00:00",3700,,226,
"2017-10-01 00:00:00",3687,,281,
"2017-10-02 00:00:00",2992,,156,
"2017-10-03 00:00:00",2864,,125,
"2017-10-04 00:00:00",2750,,163,
"2017-10-05 00:00:00",3330,,421,
"2017-10-06 00:00:00",4991,,275,
"2017-10-07 00:00:00",6243,,613,
"2017-10-08 00:00:00",6219,,566,
"2017-10-09 00:00:00",5059,,4513,
"2017-10-10 00:00:00",4693,,5136,
"2017-10-11 00:00:00",4487,,4738,
"2017-10-12 00:00:00",4620,,351,
"2017-10-13 00:00:00",4582,,406,
"2017-10-14 00:00:00",5382,,343,
"2017-10-15 00:00:00",5045,,384,
"2017-10-16 00:00:00",3761,,326,
"2017-10-17 00:00:00",3735,,151,
"2017-10-18 00:00:00",3493,,540,
"2017-10-19 00:00:00",3382,,513,
"2017-10-20 00:00:00",3563,,228,
"2017-10-21 00:00:00",4264,,369,
"2017-10-22 00:00:00",4169,,387,
"2017-10-23 00:00:00",2959,,160,
"2017-10-24 00:00:00",2960,,196,
"2017-10-25 00:00:00",2842,,439,
"2017-10-26 00:00:00",2783,,269,
"2017-10-27 00:00:00",2779,,211,
"2017-10-28 00:00:00",3255,,271,
"2017-10-29 00:00:00",3227,,98,
"2017-10-30 00:00:00",2533,,199,
"2017-10-31 00:00:00",2429,,87,
"2017-11-01 00:00:00",2505,,99,
"2017-11-02 00:00:00",2409,,623,
"2017-11-03 00:00:00",2687,,331,
"2017-11-04 00:00:00",3374,,817,
"2017-11-05 00:00:00",3313,,343,
"2017-11-06 00:00:00",2648,,185,
"2017-11-07 00:00:00",2637,,130,
"2017-11-08 00:00:00",2685,,133,
"2017-11-09 00:00:00",2569,,160,
"2017-11-10 00:00:00",4140,,307,
"2017-11-11 00:00:00",5990,,313,
"2017-11-12 00:00:00",6599,,4395,
"2017-11-13 00:00:00",5064,,186,
"2017-11-14 00:00:00",4562,,283,
"2017-11-15 00:00:00",4164,,243,
"2017-11-16 00:00:00",3870,,929,
"2017-11-17 00:00:00",5750,,1325,
"2017-11-18 00:00:00",6891,,738,
"2017-11-19 00:00:00",6319,,451,
"2017-11-20 00:00:00",4548,,585,
"2017-11-21 00:00:00",4254,,525,
"2017-11-22 00:00:00",4116,,435,
"2017-11-23 00:00:00",4596,,626,
"2017-11-24 00:00:00",4633,,846,
"2017-11-25 00:00:00",7037,,843,
"2017-11-26 00:00:00",6966,,1193,
"2017-11-27 00:00:00",4910,,749,
"2017-11-28 00:00:00",4936,,726,
"2017-11-29 00:00:00",4694,,742,
"2017-11-30 00:00:00",4262,,671,
"2017-12-01 00:00:00",4503,,931,
"2017-12-02 00:00:00",5480,,171,
"2017-12-03 00:00:00",5186,,448,
"2017-12-04 00:00:00",3592,,334,
"2017-12-05 00:00:00",3545,,292,
"2017-12-06 00:00:00",3366,,254,
"2017-12-07 00:00:00",3179,,1274,
"2017-12-08 00:00:00",3428,,1313,
"2017-12-09 00:00:00",4380,,992,
"2017-12-10 00:00:00",4382,,851,
"2017-12-11 00:00:00",3015,,981,
"2017-12-12 00:00:00",3011,,483,
"2017-12-13 00:00:00",2902,,1317,
"2017-12-14 00:00:00",3308,,1295,
"2017-12-15 00:00:00",4003,,1214,
"2017-12-16 00:00:00",5330,,417,
"2017-12-17 00:00:00",5291,,731,
"2017-12-18 00:00:00",3973,,290,
"2017-12-19 00:00:00",3781,,1053,
"2017-12-20 00:00:00",3676,,247,
"2017-12-21 00:00:00",3807,,357,
"2017-12-22 00:00:00",4313,,346,
"2017-12-23 00:00:00",5227,,2039,
"2017-12-24 00:00:00",5137,,2990,
"2017-12-25 00:00:00",4747,,2418,
"2017-12-26 00:00:00",5091,,2344,
"2017-12-27 00:00:00",5095,,889,
"2017-12-28 00:00:00",5447,,881,
"2017-12-29 00:00:00",5668,,503,
"2017-12-30 00:00:00",5991,,405,
"2017-12-31 00:00:00",5627,,204,
"2018-01-01 00:00:00",5446,,643,
"2018-01-02 00:00:00",4888,,2557,
"2018-01-03 00:00:00",4569,,594,
"2018-01-04 00:00:00",4530,,490,
"2018-01-05 00:00:00",4545,,442,
"2018-01-06 00:00:00",5194,,201,
"2018-01-07 00:00:00",5433,,6054,
"2018-01-08 00:00:00",4334,,290,
"2018-01-09 00:00:00",3786,,364,
"2018-01-10 00:00:00",3691,,267,
"2018-01-11 00:00:00",3787,,1745,
"2018-01-12 00:00:00",4182,,450,
"2018-01-13 00:00:00",5283,,387,
"2018-01-14 00:00:00",5129,,2507,
"2018-01-15 00:00:00",4281,,473,
"2018-01-16 00:00:00",3575,,4385,
"2018-01-17 00:00:00",3408,,610,
"2018-01-18 00:00:00",3221,,1044,
"2018-01-19 00:00:00",3497,,458,
"2018-01-20 00:00:00",4699,,721,
"2018-01-21 00:00:00",4622,,1384,
"2018-01-22 00:00:00",3319,,316,
"2018-01-23 00:00:00",3133,,249,
"2018-01-24 00:00:00",3062,,133,
"2018-01-25 00:00:00",2885,,1301,
"2018-01-26 00:00:00",3150,,405,
"2018-01-27 00:00:00",4188,,224,
"2018-01-28 00:00:00",4031,,321,
"2018-01-29 00:00:00",2849,,1759,
"2018-01-30 00:00:00",2791,,199,
"2018-01-31 00:00:00",2815,,334,
"2018-02-01 00:00:00",2704,,251,
"2018-02-02 00:00:00",2849,,510,
"2018-02-03 00:00:00",3930,,417,
"2018-02-04 00:00:00",3835,,390,
"2018-02-05 00:00:00",2627,,257,
"2018-02-06 00:00:00",2667,,2934,
"2018-02-07 00:00:00",2591,,747,
"2018-02-08 00:00:00",3570,,5058,
"2018-02-09 00:00:00",4197,,5350,
"2018-02-10 00:00:00",5648,,483,
"2018-02-11 00:00:00",5875,,921,
"2018-02-12 00:00:00",4137,,632,
"2018-02-13 00:00:00",3922,,602,
"2018-02-14 00:00:00",3916,,868,
"2018-02-15 00:00:00",3852,,365,
"2018-02-16 00:00:00",4199,,1012,
"2018-02-17 00:00:00",5856,,391,
"2018-02-18 00:00:00",6118,,4171,
"2018-02-19 00:00:00",4907,,3086,
"2018-02-20 00:00:00",4339,,297,
"2018-02-21 00:00:00",4136,,289,
"2018-02-22 00:00:00",4098,,935,
"2018-02-23 00:00:00",3978,,884,
"2018-02-24 00:00:00",5153,,390,
"2018-02-25 00:00:00",4980,,5421,
"2018-02-26 00:00:00",3460,,265,
"2018-02-27 00:00:00",3435,,558,
"2018-02-28 00:00:00",3412,,619,
"2018-03-01 00:00:00",3363,,909,
"2018-03-02 00:00:00",3520,,340,
"2018-03-03 00:00:00",4467,,730,
"2018-03-04 00:00:00",4391,,734,
"2018-03-05 00:00:00",2964,,561,
"2018-03-06 00:00:00",2916,,1998,
"2018-03-07 00:00:00",2996,,383,
"2018-03-08 00:00:00",3011,,611,
"2018-03-09 00:00:00",3240,,624,
"2018-03-10 00:00:00",4242,,397,
"2018-03-11 00:00:00",4246,,456,
"2018-03-12 00:00:00",3089,,481,
"2018-03-13 00:00:00",3042,,3555,
"2018-03-14 00:00:00",2990,,373,
"2018-03-15 00:00:00",2995,,4125,
"2018-03-16 00:00:00",3157,,1581,
"2018-03-17 00:00:00",4033,,1937,
"2018-03-18 00:00:00",3952,,1692,
"2018-03-19 00:00:00",2881,,2712,
"2018-03-20 00:00:00",2737,,1413,
"2018-03-21 00:00:00",2718,,429,
"2018-03-22 00:00:00",3371,,2493,
"2018-03-23 00:00:00",4195,,5921,
"2018-03-24 00:00:00",5444,,1702,
"2018-03-25 00:00:00",5429,,350,
"2018-03-26 00:00:00",3948,,516,
"2018-03-27 00:00:00",3724,,279,
"2018-03-28 00:00:00",3903,,1527,
"2018-03-29 00:00:00",3804,,2443,
"2018-03-30 00:00:00",4463,,560,
"2018-03-31 00:00:00",4704,,798,
"2018-04-01 00:00:00",4644,,819,
"2018-04-02 00:00:00",4164,,340,
"2018-04-03 00:00:00",3370,,197,
"2018-04-04 00:00:00",3448,,249,
"2018-04-05 00:00:00",3434,,2444,
"2018-04-06 00:00:00",3444,,564,
"2018-04-07 00:00:00",4157,,357,
"2018-04-08 00:00:00",4244,,308,
"2018-04-09 00:00:00",3168,,357,
"2018-04-10 00:00:00",2962,,152,
"2018-04-11 00:00:00",3083,,970,
"2018-04-12 00:00:00",3004,,2926,
"2018-04-13 00:00:00",3250,,613,
"2018-04-14 00:00:00",4204,,2063,
